,x,y
0,164.91231454789428,81.32042325386504
1,5.748396451263327,142.58638330911998
2,82.75449678995159,173.78652490075217
3,97.23523755612192,138.61222098304756
4,148.48647295118334,77.58425597102377
5,43.77435192810444,117.55116809770504
6,110.71791461455138,147.83050136486818
7,189.19378945311556,65.97596134688489
8,16.717271580040038,127.39281420081599
9,36.883763797963766,10.971665373869266
10,186.10141681766981,144.15247808278664
11,55.65529708556276,19.205678746755297
12,28.14971698117308,174.22433378475122
13,124.29100879431907,195.93143820096483
14,55.89149776813527,50.8312253483157
15,31.76670460456905,9.11111284313102
16,43.100095957154764,96.35741937471174
17,157.68873847047786,106.06615898531172
18,73.5121613976337,189.06918345368183
19,191.110324213748,91.34879462603638
20,106.75863700528177,175.55161833325158
21,51.49466101111961,133.10752062859228
22,199.11811794635034,35.965382775576636
23,48.00060250590872,37.22082356286152
24,35.86241509810855,3.296888345987292
25,42.564038810225654,162.70068232588366
26,40.394295549193046,70.23323134304678
27,12.200336446343085,194.67741680550958
28,70.51683037651462,102.01064969122875
29,43.95785973723203,75.93299400338344
30,185.5216437136896,19.807183254464068
31,10.000108829939137,198.349901875271
32,139.79201245591258,43.42111778789972
33,139.41601048298804,16.792863771698375
34,28.653424579139262,48.9630222562982
35,120.49793199528492,25.60463694336377
36,163.1197123042362,2.0799689729253723
37,113.60771382101743,79.39135507136075
38,61.371937800711216,159.42405990309118
39,45.88902214664301,82.65912772955106
40,153.73785254124218,43.98749969969762
41,62.962999993699185,16.958608464378845
42,121.57927767289488,26.980425467854197
43,15.12740688033649,136.11166245623644
44,86.64214374039818,178.5644922862381
45,148.02728802781576,131.63548319854164
46,60.84105978998089,177.9196749929163
47,198.60684676660895,167.31663466108697
48,12.715740456366165,32.268764147510765
49,65.61170581517986,167.0170203532476
50,108.01233834637749,49.69235924513926
51,176.89101222568746,166.66524643758754
52,59.640375117813285,64.1244489456706
53,32.72737092309526,21.25531138546428
54,71.15023981632737,93.25052481621125
55,101.99846559504996,194.55664647477522
56,127.66528819813465,86.51990089048371
57,22.417669850178747,136.02297243373903
58,123.35996127443458,117.52515688151482
59,150.6641637876181,164.8416610434831
60,169.91348941753256,108.83491564946293
61,162.7471781201442,98.75327926381779
62,16.195511120538185,15.982117506454397
63,92.40090258531937,89.90461740007545
64,10.308602826016845,96.20924982944885
65,59.027592246651835,113.69113677179774
66,175.85642905775111,9.781157431147157
67,196.7236745914401,106.41128454008685
68,135.41657317254362,145.29303319278586
69,156.38819635575533,49.53309238583841
70,82.82735920162558,127.25744871326174
71,174.1989839994705,62.398675096694944
72,56.60681367469724,52.85813080060699
73,169.27032325150907,88.80084050638854
74,137.63788350018731,32.50027976778556
75,19.9417373432504,72.5220617946716
76,10.883382571336009,130.62619375044991
77,154.65017872397542,106.62190883116773
78,77.10775091833682,116.54969602746661
79,106.88248048491857,7.898017738679863
80,4.945707408456457,193.2689256627614
81,104.29941640786207,28.923655962360996
82,45.78640507654006,16.061012386211225
83,121.88031047040519,5.242295933957197
84,157.20493279496984,3.975534435732886
85,62.257987243890156,11.36054610532966
86,158.6607739738055,29.905181187229402
87,28.733296079761494,171.5352394699207
88,114.56283975242793,53.6644576072284
89,10.35657973646713,29.85280044073184
90,106.5055470323529,120.99057211812165
91,7.314488399186581,55.810662377830546
92,49.20842267724432,75.95008136973591
93,188.89204897642222,131.60972910147
94,24.55179853859675,158.10191057044185
95,124.09217308985893,149.3656078961435
96,100.5577707528739,44.95981397459254
97,144.3556033183028,189.2550079707172
98,78.74726445841019,83.0725797657947
99,135.4153253072542,125.24521162493978
